;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;4.69;40.0;6.25;15.62;6.25;16.41;16.41;10.55;19.53;18.75;11.33;14.06;5.08;2.34;10.94;0.4806;0.011136610388755798;50.0;40.0;6.25;32.81;21.09;39.06;41.41;30.86;48.44;34.38;42.58;53.52;53.91;48.44;23.44;0.35882;0.01385806360244751
1;6.25;50.0;9.38;18.75;10.16;21.88;22.66;12.11;19.92;28.12;12.89;10.55;3.91;3.12;14.06;0.6246;0.00839828342795372;39.84;50.0;9.38;35.94;27.34;44.53;47.66;35.94;49.22;50.0;42.58;43.36;36.72;25.0;31.25;0.57544;0.009327308622598647
2;8.59;60.0;9.38;20.31;11.72;22.66;25.78;14.84;20.31;31.25;14.06;9.38;5.08;3.91;17.19;0.7024;0.006791441166400909;34.38;60.0;15.62;34.38;29.69;46.09;50.0;37.89;48.44;53.12;42.58;35.16;25.78;14.84;34.38;0.66978;0.0073967947483062745
3;10.94;60.0;12.5;20.31;13.28;23.44;28.12;16.02;20.31;34.38;15.23;9.38;5.08;3.91;18.75;0.6994;0.007100368183851242;31.25;60.0;18.75;34.38;32.03;45.31;50.78;39.45;47.66;53.12;42.19;27.73;18.36;10.94;35.94;0.72184;0.006315997610092163
4;12.5;60.0;15.62;21.88;14.06;25.0;29.69;16.41;20.7;37.5;16.02;8.59;5.08;3.91;20.31;0.7617;0.005499992886185646;28.91;60.0;21.88;34.38;33.59;43.75;50.78;39.84;46.48;53.12;42.58;23.05;13.67;8.59;37.5;0.75382;0.005610913920998573
5;14.06;60.0;18.75;23.44;14.84;25.78;31.25;17.58;20.7;37.5;17.58;8.59;5.08;4.3;21.88;0.7751;0.00514464818239212;27.34;60.0;25.0;34.38;35.16;42.19;50.78;40.23;45.31;53.12;42.97;19.92;10.94;7.42;37.5;0.77878;0.005103004918694496
6;14.84;60.0;21.88;23.44;15.62;25.78;32.03;18.75;21.48;40.62;18.75;8.59;5.47;4.3;23.44;0.7821;0.005065424376726151;26.56;70.0;28.12;34.38;35.94;41.41;50.0;40.62;44.53;53.12;43.36;17.97;8.98;6.25;39.06;0.79832;0.0046530381006002425
7;16.41;70.0;25.0;25.0;16.41;25.78;32.81;19.53;22.27;40.62;19.92;8.2;5.08;4.3;23.44;0.8182;0.004297586560249329;26.56;70.0;31.25;34.38;36.72;40.62;50.78;41.41;43.75;53.12;43.75;16.41;7.81;5.86;39.06;0.81062;0.004346370854973793
8;17.19;70.0;28.12;25.0;17.19;26.56;34.38;20.31;23.44;43.75;21.09;8.2;5.08;4.3;25.0;0.813;0.004305015414953232;25.78;70.0;34.38;34.38;37.5;39.06;50.0;41.8;43.36;53.12;44.14;14.84;6.64;5.47;40.62;0.82596;0.004044957324266434
9;17.97;70.0;31.25;26.56;17.97;26.56;35.16;20.7;24.22;43.75;21.88;8.2;4.69;4.3;25.0;0.8361;0.003830966854095459;25.78;70.0;37.5;34.38;38.28;38.28;50.78;42.19;43.36;53.12;44.53;14.06;6.25;5.08;40.62;0.83708;0.003793663756251335
