;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;21.88;40.0;6.25;14.06;7.03;22.66;24.22;14.06;32.42;12.5;34.77;53.12;54.69;47.27;7.81;0.4723;0.04478049646615982;67.97;40.0;34.38;39.06;25.78;43.75;42.19;28.12;49.61;40.62;51.56;66.8;71.09;68.75;29.69;0.34026;0.0546864693236351
1;18.75;50.0;9.38;20.31;10.16;26.56;28.12;15.23;34.77;18.75;36.33;54.3;55.47;48.05;12.5;0.587;0.035492497718334196;63.28;50.0;50.0;40.62;28.12;46.09;44.53;29.3;49.22;43.75;50.39;64.84;68.36;64.84;31.25;0.5086;0.042543238186836245
2;17.97;60.0;12.5;25.0;11.72;29.69;30.47;16.8;36.33;25.0;37.5;55.08;55.86;48.05;14.06;0.6543;0.030353323143720627;60.16;60.0;56.25;40.62;28.91;46.88;45.31;30.08;49.22;43.75;50.0;64.06;66.8;62.5;32.81;0.59188;0.035863556854724886
3;18.75;60.0;18.75;26.56;13.28;32.03;32.81;17.97;37.89;28.12;38.67;55.47;56.25;48.44;17.19;0.6965;0.0270164707750082;57.81;60.0;59.38;39.06;29.69;47.66;46.09;30.86;50.0;43.75;50.0;63.28;65.62;60.94;32.81;0.64952;0.031381201510429384
4;19.53;60.0;21.88;26.56;14.06;33.59;34.38;18.75;38.67;31.25;39.45;55.47;56.25;48.44;18.75;0.726;0.024505709126591682;55.47;60.0;62.5;35.94;30.47;48.44;46.88;31.64;50.39;43.75;50.0;62.89;64.84;59.77;32.81;0.68722;0.028311957933306695
5;21.09;60.0;25.0;26.56;15.62;35.16;35.94;19.92;39.45;31.25;40.23;55.86;56.25;48.44;20.31;0.7575;0.022058035266399382;53.91;60.0;62.5;34.38;31.25;48.44;46.88;32.81;50.78;43.75;50.39;62.5;64.45;58.98;32.81;0.71076;0.02618816047012806
6;21.09;70.0;28.12;26.56;16.41;36.72;36.72;20.7;40.23;34.38;41.02;56.25;56.25;48.44;21.88;0.7646;0.021054551643133163;52.34;70.0;65.62;32.81;32.03;49.22;47.66;33.59;51.17;43.75;50.78;62.5;63.67;58.2;32.81;0.73294;0.024324594700336457
7;21.88;70.0;28.12;26.56;17.19;37.5;37.5;21.48;41.02;34.38;41.8;56.25;56.25;48.44;23.44;0.7765;0.02013343678340316;51.56;70.0;65.62;32.81;32.81;49.22;47.66;34.38;51.56;40.62;51.17;62.5;63.28;57.42;32.81;0.74814;0.02296868407726288
8;22.66;70.0;31.25;26.56;17.97;38.28;38.28;22.27;41.8;34.38;42.19;56.64;56.25;48.05;23.44;0.793;0.019001894548535347;50.0;70.0;65.62;31.25;32.81;49.22;47.66;35.16;51.95;40.62;51.17;62.11;63.28;57.03;32.81;0.76084;0.021832095229029656
9;23.44;70.0;34.38;26.56;18.75;39.06;39.06;22.66;42.19;34.38;42.97;56.64;56.64;48.05;25.0;0.8027;0.018311607992649078;49.22;70.0;65.62;29.69;33.59;49.22;48.44;35.55;51.95;40.62;51.56;62.11;62.89;56.25;32.81;0.77324;0.020705617902576922
10;23.44;70.0;37.5;25.0;19.53;39.84;39.84;23.44;42.97;34.38;43.36;57.03;56.64;48.05;25.0;0.8063;0.017662493170797825;48.44;70.0;68.75;29.69;34.38;49.22;48.44;36.33;52.73;37.5;51.95;62.11;62.5;55.86;32.81;0.78366;0.019851997925043108
11;23.44;70.0;37.5;25.0;20.31;40.62;40.62;24.22;43.75;34.38;44.14;57.03;56.64;48.05;25.0;0.809;0.017394726084172727;47.66;70.0;68.75;28.12;34.38;50.0;48.44;36.72;53.12;37.5;52.34;62.11;62.5;55.47;32.81;0.7953;0.01882420450299978
12;24.22;70.0;40.62;25.0;21.09;41.41;41.41;24.61;44.14;34.38;44.53;57.03;57.03;47.66;25.0;0.8168;0.016643457770347595;46.88;70.0;68.75;28.12;35.16;50.0;48.44;37.11;53.52;37.5;52.73;62.11;62.11;55.08;32.81;0.80326;0.01821640676140785
13;24.22;70.0;40.62;25.0;21.88;42.19;41.41;25.39;44.53;34.38;44.92;57.03;57.03;47.66;26.56;0.8194;0.01643194207698107;46.88;70.0;68.75;26.56;35.16;50.0;49.22;37.89;53.91;37.5;53.12;62.11;62.11;54.69;32.81;0.8104;0.017447041422724723
14;24.22;70.0;43.75;25.0;22.66;42.97;42.19;25.78;45.31;34.38;45.31;57.42;57.03;47.66;26.56;0.8166;0.016414142537117003;46.09;70.0;68.75;26.56;35.94;50.0;49.22;38.28;53.91;37.5;53.12;61.72;62.11;54.3;32.81;0.81664;0.016941173168718814
15;25.0;70.0;43.75;25.0;23.44;42.97;42.97;26.56;45.7;34.38;45.7;57.42;57.03;47.66;26.56;0.8321;0.015390910279750824;45.31;70.0;68.75;26.56;35.94;50.0;49.22;39.06;54.3;34.38;53.52;61.72;61.72;53.91;31.25;0.82204;0.016448353242129087
16;25.0;70.0;43.75;25.0;24.22;43.75;42.97;26.95;46.48;34.38;46.09;57.42;57.03;47.66;26.56;0.8366;0.015177542429417372;45.31;70.0;68.75;26.56;35.94;50.0;49.22;39.45;54.69;34.38;53.91;61.72;61.72;53.52;31.25;0.82854;0.015863204624205828
17;25.78;70.0;43.75;25.0;24.22;43.75;43.75;27.34;46.88;34.38;46.88;57.42;57.03;47.66;28.12;0.8392;0.014792405674606561;45.31;70.0;68.75;25.0;36.72;50.0;50.0;39.84;55.08;34.38;54.3;61.72;61.72;53.12;32.81;0.8347;0.015312436180412769
18;25.78;70.0;46.88;25.0;25.0;44.53;44.53;28.12;47.27;34.38;47.27;57.42;57.03;47.27;28.12;0.8338;0.014938501539081335;44.53;70.0;68.75;25.0;36.72;50.0;50.0;40.62;55.08;34.38;54.69;61.72;61.33;53.12;32.81;0.83904;0.014831160958111286
19;25.78;70.0;46.88;25.0;25.78;44.53;44.53;28.52;47.66;34.38;47.66;57.42;57.42;47.66;28.12;0.8375;0.01494299805611372;44.53;70.0;68.75;25.0;36.72;50.0;50.0;41.02;55.47;34.38;54.69;61.33;61.33;52.73;32.81;0.84324;0.01446996179163456
