;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;25.0;20.0;50.0;25.0;21.88;28.12;40.62;21.88;25.0;18.75;0.3773;0.05079239635467529;50.0;20.0;50.0;56.25;46.88;59.38;65.62;71.88;25.0;37.5;0.26508;0.060532308688163755
1;25.0;30.0;50.0;37.5;28.12;37.5;46.88;21.88;25.0;25.0;0.4504;0.04595069612264633;50.0;30.0;50.0;62.5;56.25;62.5;68.75;59.38;37.5;37.5;0.37578;0.051703324329853056
2;31.25;30.0;50.0;43.75;34.38;43.75;46.88;21.88;25.0;25.0;0.4847;0.04382757729887962;43.75;30.0;50.0;56.25;56.25;65.62;65.62;50.0;37.5;37.5;0.42338;0.0489894615650177
3;31.25;30.0;50.0;43.75;34.38;50.0;46.88;21.88;37.5;31.25;0.5219;0.04133638572692871;43.75;30.0;50.0;56.25;59.38;68.75;62.5;40.62;50.0;37.5;0.45746;0.04707533868789673
4;37.5;30.0;50.0;50.0;37.5;50.0;46.88;25.0;37.5;31.25;0.5341;0.04027891532182693;43.75;40.0;50.0;56.25;59.38;65.62;59.38;40.62;50.0;37.5;0.4774;0.04550701264500618
5;37.5;30.0;50.0;50.0;40.62;53.12;46.88;25.0;37.5;31.25;0.5436;0.0393747739136219;43.75;40.0;50.0;56.25;59.38;68.75;59.38;37.5;50.0;37.5;0.496;0.04421613286495209
6;37.5;40.0;50.0;50.0;43.75;56.25;46.88;25.0;37.5;37.5;0.566;0.03809363216161728;43.75;40.0;50.0;56.25;59.38;68.75;59.38;34.38;50.0;37.5;0.51086;0.043106080750226976
7;37.5;40.0;50.0;50.0;43.75;59.38;46.88;25.0;50.0;37.5;0.5764;0.03708245688080788;43.75;40.0;50.0;56.25;59.38;68.75;56.25;34.38;50.0;37.5;0.52438;0.04203924980282783
8;37.5;40.0;50.0;50.0;46.88;59.38;46.88;25.0;37.5;37.5;0.586;0.03657723059654236;43.75;40.0;50.0;56.25;59.38;68.75;56.25;31.25;50.0;43.75;0.53792;0.04133819151997566
9;37.5;40.0;50.0;50.0;50.0;62.5;46.88;25.0;50.0;37.5;0.6002;0.03520134115219116;43.75;50.0;50.0;56.25;59.38;68.75;56.25;31.25;50.0;43.75;0.54722;0.04047860860466957
10;37.5;40.0;50.0;50.0;50.0;62.5;46.88;25.0;37.5;37.5;0.6007;0.03482996082901955;43.75;50.0;50.0;56.25;59.38;68.75;53.12;31.25;50.0;43.75;0.5555;0.03986729630708694
11;43.75;40.0;50.0;56.25;50.0;62.5;50.0;28.12;37.5;37.5;0.6009;0.03560040646791458;43.75;50.0;50.0;56.25;59.38;68.75;53.12;31.25;50.0;43.75;0.56036;0.0392647081899643
12;43.75;50.0;50.0;56.25;53.12;62.5;50.0;28.12;37.5;37.5;0.6094;0.03443538160920143;43.75;50.0;50.0;56.25;59.38;68.75;53.12;31.25;37.5;43.75;0.57164;0.038652932920455935
13;43.75;50.0;50.0;56.25;53.12;62.5;50.0;28.12;37.5;37.5;0.619;0.03354614638090134;43.75;50.0;50.0;56.25;62.5;68.75;53.12;31.25;37.5;43.75;0.57782;0.03824157088279724
14;43.75;50.0;50.0;56.25;53.12;62.5;50.0;28.12;37.5;37.5;0.6257;0.03279781729578972;43.75;50.0;75.0;56.25;62.5;68.75;53.12;31.25;37.5;43.75;0.58032;0.03792885009407997
15;43.75;50.0;50.0;56.25;53.12;65.62;50.0;28.12;37.5;37.5;0.6364;0.032312996155023574;43.75;50.0;75.0;56.25;62.5;68.75;53.12;31.25;37.5;43.75;0.58552;0.03746251324057579
16;43.75;50.0;50.0;56.25;56.25;65.62;46.88;28.12;37.5;37.5;0.6363;0.032817802608013154;43.75;50.0;75.0;56.25;62.5;68.75;53.12;31.25;37.5;43.75;0.5889;0.03726901573419571
17;43.75;50.0;75.0;56.25;56.25;65.62;46.88;28.12;37.5;37.5;0.6318;0.03290573221445084;43.75;50.0;75.0;56.25;62.5;68.75;53.12;31.25;37.5;43.75;0.59282;0.036985493841171266
18;43.75;50.0;75.0;56.25;56.25;65.62;50.0;28.12;37.5;37.5;0.6464;0.031454526430368425;43.75;50.0;75.0;56.25;62.5;71.88;53.12;31.25;37.5;43.75;0.59556;0.03666389313220978
19;43.75;50.0;75.0;56.25;56.25;65.62;50.0;28.12;37.5;37.5;0.6454;0.03167833480834961;43.75;50.0;75.0;56.25;62.5;71.88;53.12;28.12;37.5;43.75;0.60172;0.03627421361207962
