;training_loss;training_accuracy;test_loss;test_accuracy;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_classifier-2;eval-saturation_classifier-6;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_classifier-2;train-saturation_classifier-6
0;0.01495685090303421;0.27066;0.013300554156303405;0.3654;50.0;25.0;18.75;25.0;18.75;34.38;50.0;50.0;25.0;30.0;75.0;50.0;37.5;43.75;40.62;56.25;65.62;65.62;50.0;30.0
1;0.013137513456344604;0.36706;0.01229705810546875;0.4283;50.0;37.5;25.0;37.5;28.12;43.75;56.25;53.12;37.5;30.0;75.0;62.5;43.75;50.0;43.75;59.38;65.62;65.62;56.25;30.0
2;0.012283764696121215;0.42282;0.011205747246742248;0.4825;75.0;37.5;31.25;43.75;31.25;46.88;56.25;56.25;37.5;30.0;75.0;62.5;43.75;56.25;50.0;59.38;65.62;65.62;56.25;40.0
3;0.011651777415275573;0.46006;0.011350392234325409;0.4783;50.0;50.0;37.5;50.0;34.38;46.88;56.25;56.25;43.75;40.0;75.0;62.5;43.75;56.25;50.0;59.38;65.62;65.62;56.25;40.0
4;0.011276246430873871;0.48248;0.010446670854091645;0.5166;50.0;50.0;37.5;50.0;37.5;50.0;56.25;56.25;43.75;40.0;75.0;62.5;50.0;62.5;53.12;62.5;65.62;65.62;56.25;50.0
5;0.01076653639793396;0.50648;0.009804812180995942;0.5483;50.0;50.0;37.5;50.0;37.5;50.0;56.25;56.25;43.75;40.0;75.0;62.5;50.0;62.5;50.0;59.38;65.62;62.5;56.25;50.0
6;0.010644904348850251;0.51304;0.009719015753269196;0.5494;50.0;50.0;37.5;50.0;37.5;50.0;56.25;56.25;43.75;40.0;75.0;50.0;43.75;56.25;50.0;59.38;62.5;62.5;50.0;50.0
7;0.010568310725688935;0.51744;0.009644319874048233;0.5522;50.0;37.5;37.5;50.0;37.5;50.0;56.25;56.25;37.5;40.0;75.0;50.0;43.75;56.25;46.88;56.25;62.5;59.38;50.0;50.0
8;0.010507099242210388;0.52018;0.009611697423458099;0.5593;50.0;37.5;31.25;50.0;37.5;46.88;53.12;53.12;37.5;40.0;75.0;50.0;43.75;56.25;46.88;56.25;62.5;59.38;50.0;50.0
9;0.010448944175243377;0.52344;0.009577752470970154;0.5607;50.0;37.5;31.25;50.0;37.5;46.88;53.12;53.12;37.5;40.0;75.0;50.0;43.75;56.25;46.88;56.25;59.38;59.38;43.75;50.0
10;0.010385439150333405;0.5252;0.009554373568296432;0.5612;50.0;37.5;31.25;50.0;37.5;46.88;53.12;53.12;37.5;40.0;75.0;50.0;43.75;56.25;43.75;56.25;59.38;59.38;43.75;50.0
11;0.010396173052787781;0.52628;0.009544205683469772;0.5611;50.0;37.5;31.25;50.0;37.5;46.88;53.12;53.12;37.5;40.0;75.0;50.0;43.75;56.25;43.75;56.25;59.38;56.25;43.75;50.0
12;0.010423710899353027;0.52266;0.009510376906394958;0.561;50.0;37.5;31.25;50.0;37.5;46.88;53.12;53.12;37.5;40.0;75.0;50.0;37.5;56.25;43.75;53.12;59.38;56.25;43.75;50.0
13;0.010395047390460968;0.52502;0.009533987247943878;0.5606;50.0;37.5;31.25;50.0;34.38;46.88;53.12;53.12;37.5;40.0;75.0;50.0;37.5;56.25;43.75;53.12;59.38;56.25;43.75;50.0
14;0.010386585879325866;0.526;0.009509059864282608;0.5612;50.0;37.5;31.25;50.0;34.38;46.88;53.12;50.0;37.5;40.0;75.0;50.0;37.5;56.25;40.62;53.12;56.25;56.25;43.75;50.0
15;0.010375332639217376;0.52624;0.009559969180822372;0.5608;50.0;37.5;31.25;50.0;34.38;43.75;53.12;50.0;37.5;40.0;75.0;50.0;37.5;56.25;40.62;53.12;56.25;56.25;43.75;50.0
16;0.010359799575805665;0.52452;0.009506924456357957;0.5633;50.0;37.5;31.25;50.0;34.38;43.75;53.12;50.0;37.5;40.0;75.0;50.0;37.5;50.0;40.62;53.12;56.25;56.25;43.75;50.0
17;0.010375757341384888;0.52506;0.009509235495328902;0.5634;50.0;37.5;31.25;50.0;34.38;43.75;50.0;50.0;37.5;40.0;75.0;50.0;37.5;50.0;40.62;50.0;56.25;56.25;43.75;50.0
18;0.010388469183444977;0.52468;0.009523012202978133;0.5632;50.0;37.5;31.25;50.0;34.38;43.75;50.0;50.0;37.5;40.0;75.0;50.0;37.5;50.0;40.62;50.0;56.25;56.25;37.5;50.0
19;0.010367586255073547;0.52476;0.009521627300977708;0.5604;50.0;37.5;31.25;50.0;34.38;43.75;50.0;50.0;37.5;40.0;75.0;50.0;37.5;50.0;40.62;50.0;56.25;53.12;37.5;50.0
