;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;64.06;8.0;12.5;28.12;14.06;28.12;31.25;25.0;45.31;25.0;53.12;66.41;75.78;75.0;15.62;0.0315;0.035643448877334595;82.81;41.0;12.5;34.38;17.19;32.81;35.94;28.12;49.22;25.0;57.81;68.75;79.69;78.12;18.75;0.02084;0.035802838306427005
1;56.25;2.0;12.5;31.25;15.62;29.69;32.81;25.0;44.53;25.0;52.34;65.62;75.0;73.44;18.75;0.0359;0.034608083152770995;75.0;25.0;12.5;34.38;17.19;32.81;35.94;28.12;48.44;25.0;56.25;67.97;78.12;76.56;18.75;0.03184;0.034839958152770995
2;51.56;2.0;12.5;34.38;17.19;29.69;34.38;25.78;43.75;25.0;51.56;65.62;74.22;72.66;18.75;0.0477;0.03393932590484619;70.31;13.0;12.5;34.38;18.75;34.38;37.5;28.12;47.66;25.0;55.47;67.97;77.34;75.78;21.88;0.0382;0.034062699537277225
3;50.0;3.0;12.5;34.38;17.19;31.25;34.38;25.78;43.75;25.0;50.78;64.84;74.22;71.09;21.88;0.0573;0.03337645473480225;67.19;7.0;12.5;37.5;18.75;34.38;37.5;28.12;46.88;31.25;54.69;67.19;76.56;74.22;21.88;0.04838;0.033492326440811154
4;48.44;4.0;12.5;37.5;18.75;32.81;35.94;25.78;43.75;31.25;50.78;64.84;73.44;70.31;21.88;0.0674;0.03275176401138306;67.19;5.0;12.5;37.5;18.75;34.38;37.5;28.12;46.09;31.25;53.91;66.41;75.78;73.44;25.0;0.06048;0.03296361756324768
5;48.44;4.0;12.5;37.5;18.75;32.81;35.94;25.78;42.97;31.25;50.0;64.06;72.66;69.53;25.0;0.0774;0.0322058699131012;65.62;5.0;12.5;37.5;20.31;35.94;37.5;28.12;46.09;31.25;53.91;66.41;75.0;72.66;25.0;0.06954;0.032406314134597776
6;48.44;4.0;12.5;37.5;18.75;32.81;35.94;26.56;42.97;31.25;50.0;64.06;72.66;69.53;25.0;0.0868;0.03156676027774811;65.62;5.0;12.5;40.62;20.31;35.94;39.06;28.91;46.09;31.25;53.12;66.41;75.0;71.88;25.0;0.07718;0.03185349596500397
7;48.44;5.0;12.5;37.5;20.31;34.38;37.5;26.56;42.97;31.25;50.0;63.28;71.88;68.75;25.0;0.0966;0.0310047532081604;65.62;5.0;18.75;40.62;21.88;37.5;39.06;28.91;46.09;37.5;53.12;65.62;74.22;71.09;25.0;0.08408;0.031348309268951415
8;48.44;5.0;12.5;40.62;20.31;35.94;37.5;26.56;42.97;31.25;50.0;63.28;71.88;68.75;25.0;0.1124;0.030466169786453248;65.62;6.0;18.75;40.62;21.88;37.5;39.06;28.91;45.31;37.5;52.34;65.62;74.22;71.09;28.12;0.09356;0.030853162112236023
9;48.44;5.0;12.5;40.62;20.31;35.94;37.5;26.56;42.97;31.25;50.0;63.28;71.09;67.97;28.12;0.1181;0.03000061385631561;65.62;6.0;18.75;40.62;21.88;37.5;39.06;28.91;45.31;37.5;52.34;64.84;73.44;70.31;28.12;0.10144;0.030345631403923035
10;48.44;6.0;12.5;40.62;21.88;35.94;39.06;26.56;42.97;37.5;49.22;62.5;71.09;67.97;28.12;0.135;0.029474930024147035;65.62;6.0;18.75;43.75;21.88;37.5;40.62;28.91;45.31;37.5;51.56;64.84;72.66;69.53;28.12;0.1126;0.02989266267299652
11;48.44;6.0;12.5;40.62;21.88;35.94;39.06;26.56;42.97;37.5;49.22;62.5;70.31;67.19;28.12;0.1407;0.02888515350818634;65.62;7.0;18.75;43.75;23.44;39.06;40.62;28.12;45.31;37.5;51.56;64.06;72.66;69.53;28.12;0.1219;0.0294566863155365
12;48.44;6.0;18.75;40.62;21.88;37.5;39.06;26.56;42.19;37.5;48.44;61.72;70.31;67.19;28.12;0.1465;0.02852282247543335;65.62;7.0;18.75;43.75;23.44;39.06;40.62;28.12;45.31;37.5;51.56;64.06;72.66;68.75;28.12;0.1297;0.029013692417144774
13;48.44;7.0;18.75;43.75;21.88;37.5;39.06;26.56;42.97;37.5;48.44;61.72;70.31;66.41;28.12;0.1575;0.02812139103412628;65.62;7.0;18.75;43.75;23.44;39.06;40.62;28.12;45.31;37.5;50.78;63.28;71.88;68.75;28.12;0.1386;0.02857876889705658
14;48.44;7.0;18.75;43.75;23.44;37.5;40.62;26.56;42.19;37.5;48.44;61.72;69.53;66.41;28.12;0.1669;0.027656686544418337;64.06;7.0;18.75;43.75;23.44;39.06;42.19;28.12;44.53;37.5;50.78;63.28;71.88;67.97;31.25;0.14534;0.02820077597141266
15;48.44;7.0;18.75;43.75;23.44;37.5;40.62;26.56;42.19;37.5;48.44;60.94;69.53;66.41;31.25;0.1732;0.027425380325317383;64.06;8.0;18.75;43.75;25.0;40.62;42.19;28.91;44.53;37.5;50.78;63.28;71.09;67.97;31.25;0.15214;0.027817112164497376
16;48.44;7.0;18.75;43.75;23.44;39.06;40.62;26.56;42.97;37.5;47.66;60.94;69.53;65.62;31.25;0.1873;0.02673138723373413;64.06;8.0;18.75;43.75;25.0;40.62;42.19;28.91;44.53;37.5;50.78;62.5;71.09;67.97;31.25;0.16;0.027442625036239624
17;48.44;8.0;18.75;43.75;23.44;39.06;40.62;26.56;42.97;37.5;47.66;60.94;68.75;65.62;31.25;0.1907;0.026423220348358156;64.06;8.0;25.0;43.75;25.0;40.62;42.19;28.91;44.53;37.5;50.0;62.5;71.09;67.19;31.25;0.1684;0.02706783881187439
18;46.88;8.0;18.75;43.75;23.44;39.06;40.62;26.56;42.97;37.5;47.66;60.16;68.75;65.62;31.25;0.2009;0.026025938439369203;64.06;9.0;25.0;46.88;25.0;40.62;42.19;28.91;44.53;43.75;50.0;62.5;71.09;67.19;31.25;0.17424;0.026715156230926514
19;46.88;8.0;18.75;43.75;25.0;40.62;42.19;27.34;42.97;37.5;47.66;60.16;68.75;64.84;31.25;0.2153;0.02562067415714264;64.06;9.0;25.0;46.88;25.0;42.19;42.19;28.91;44.53;43.75;50.0;61.72;70.31;67.19;31.25;0.18226;0.026342735724449156
