;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;75.0;50.0;12.5;25.0;12.5;31.25;23.44;45.31;67.19;25.0;71.88;18.75;0.581;0.021162508517503738;84.38;50.0;12.5;31.25;18.75;34.38;26.56;48.44;70.31;25.0;75.0;18.75;0.5467;0.021493690168857573
1;75.0;0.0;25.0;25.0;15.62;31.25;25.0;46.88;68.75;25.0;73.44;18.75;0.616;0.020818688094615935;81.25;50.0;25.0;31.25;21.88;37.5;28.12;50.0;70.31;25.0;75.0;18.75;0.5865;0.021004308944940566
2;71.88;0.0;25.0;31.25;15.62;34.38;26.56;48.44;70.31;25.0;73.44;18.75;0.616;0.020469871804118158;81.25;50.0;25.0;31.25;21.88;37.5;29.69;51.56;71.88;25.0;75.0;25.0;0.606;0.02068974650502205
3;68.75;0.0;25.0;31.25;18.75;34.38;26.56;48.44;70.31;25.0;73.44;18.75;0.6385;0.02005840262770653;78.12;0.0;25.0;37.5;21.88;40.62;29.69;51.56;71.88;25.0;75.0;25.0;0.6288;0.020265351855754853
4;65.62;0.0;25.0;37.5;18.75;34.38;28.12;50.0;70.31;25.0;73.44;25.0;0.6635;0.019497221931815148;78.12;0.0;25.0;37.5;25.0;40.62;29.69;51.56;71.88;25.0;73.44;25.0;0.6487;0.019723488023877144
5;62.5;0.0;25.0;37.5;21.88;37.5;28.12;50.0;70.31;25.0;73.44;25.0;0.6575;0.01944222357869148;75.0;0.0;37.5;37.5;25.0;40.62;31.25;51.56;71.88;37.5;73.44;25.0;0.6484;0.019615186414122583
6;62.5;0.0;37.5;37.5;21.88;37.5;29.69;50.0;70.31;37.5;73.44;25.0;0.6765;0.01887960781157017;75.0;0.0;37.5;43.75;25.0;40.62;31.25;51.56;71.88;37.5;73.44;25.0;0.6618;0.019216780897974968
7;59.38;0.0;37.5;37.5;21.88;40.62;29.69;50.0;70.31;37.5;71.88;25.0;0.6745;0.01930115255713463;71.88;0.0;37.5;43.75;25.0;43.75;31.25;51.56;71.88;37.5;73.44;25.0;0.6763;0.018972354120016098
8;56.25;0.0;37.5;37.5;21.88;40.62;29.69;50.0;70.31;37.5;71.88;25.0;0.69;0.0181218890696764;68.75;0.0;37.5;43.75;25.0;43.75;31.25;51.56;71.88;37.5;73.44;25.0;0.6813;0.018558331045508386
9;53.12;0.0;37.5;37.5;21.88;40.62;29.69;50.0;70.31;37.5;71.88;25.0;0.7015;0.01793699038028717;68.75;0.0;37.5;43.75;25.0;43.75;31.25;51.56;71.88;37.5;73.44;31.25;0.6931;0.018194112619757653
10;53.12;0.0;37.5;37.5;21.88;40.62;29.69;50.0;70.31;37.5;71.88;25.0;0.716;0.01752959096431732;65.62;0.0;37.5;43.75;25.0;43.75;31.25;51.56;71.88;37.5;73.44;31.25;0.6935;0.0180134243696928
11;50.0;0.0;37.5;37.5;25.0;40.62;29.69;50.0;70.31;37.5;71.88;25.0;0.7095;0.017281510710716246;65.62;0.0;37.5;43.75;25.0;43.75;31.25;51.56;71.88;37.5;73.44;31.25;0.7003;0.017843663677573205
12;50.0;0.0;37.5;37.5;25.0;40.62;29.69;50.0;70.31;37.5;71.88;25.0;0.7175;0.01724875792860985;62.5;0.0;37.5;43.75;28.12;43.75;31.25;51.56;71.88;37.5;73.44;31.25;0.709;0.01760657207965851
13;46.88;0.0;37.5;37.5;25.0;40.62;29.69;50.0;70.31;37.5;71.88;25.0;0.6995;0.01747309072315693;62.5;0.0;37.5;43.75;28.12;43.75;31.25;51.56;71.88;37.5;73.44;31.25;0.7155;0.017311958429217338
14;46.88;0.0;37.5;37.5;25.0;40.62;29.69;50.0;68.75;37.5;70.31;31.25;0.734;0.016799257978796958;62.5;0.0;37.5;43.75;28.12;43.75;31.25;51.56;71.88;37.5;71.88;31.25;0.7138;0.017188923460245132
15;46.88;0.0;37.5;37.5;25.0;40.62;29.69;50.0;68.75;37.5;70.31;31.25;0.727;0.016627533808350563;59.38;0.0;37.5;43.75;28.12;43.75;32.81;51.56;70.31;37.5;71.88;31.25;0.7182;0.01714024005830288
16;43.75;0.0;37.5;37.5;25.0;40.62;29.69;50.0;68.75;37.5;70.31;31.25;0.7285;0.016644169181585313;59.38;0.0;37.5;43.75;28.12;43.75;32.81;51.56;70.31;37.5;71.88;31.25;0.7189;0.017018917566537856
17;43.75;0.0;37.5;37.5;25.0;40.62;29.69;50.0;68.75;37.5;70.31;31.25;0.744;0.016124435141682623;59.38;0.0;50.0;43.75;28.12;43.75;32.81;51.56;70.31;37.5;71.88;31.25;0.7254;0.01665162637233734
18;40.62;0.0;37.5;37.5;25.0;40.62;29.69;50.0;68.75;37.5;70.31;31.25;0.7185;0.017015173368155955;56.25;0.0;50.0;43.75;28.12;43.75;32.81;51.56;70.31;37.5;71.88;31.25;0.7312;0.016590377420186996
19;40.62;0.0;50.0;37.5;25.0;40.62;29.69;50.0;68.75;37.5;70.31;31.25;0.735;0.016459223464131357;56.25;0.0;50.0;43.75;28.12;43.75;32.81;51.56;70.31;37.5;71.88;31.25;0.7302;0.01650839609503746
