;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;9.38;20.0;25.0;31.25;12.5;21.88;25.0;12.5;17.19;37.5;10.94;12.5;4.69;3.12;18.75;0.4245;0.04651358165740967;43.75;20.0;50.0;56.25;40.62;53.12;56.25;40.62;53.12;50.0;50.0;59.38;53.12;39.06;37.5;0.29458;0.05802621196985245
1;15.62;30.0;37.5;37.5;18.75;28.12;34.38;18.75;23.44;50.0;15.62;15.62;7.81;6.25;31.25;0.528;0.04003939725160599;40.62;40.0;62.5;62.5;43.75;53.12;62.5;48.44;57.81;62.5;51.56;50.0;37.5;21.88;50.0;0.4454;0.04682997724056244
2;21.88;40.0;50.0;43.75;25.0;34.38;40.62;21.88;29.69;62.5;20.31;15.62;9.38;6.25;37.5;0.6035;0.03487526388168335;40.62;40.0;62.5;56.25;50.0;50.0;65.62;51.56;59.38;75.0;50.0;40.62;28.12;15.62;50.0;0.5369;0.040759964331388475
3;21.88;40.0;62.5;43.75;28.12;37.5;46.88;25.0;35.94;62.5;23.44;15.62;9.38;7.81;37.5;0.6087;0.035324478739500044;37.5;40.0;62.5;56.25;50.0;50.0;65.62;51.56;62.5;75.0;50.0;34.38;21.88;14.06;50.0;0.59252;0.036381798255443576
4;25.0;40.0;62.5;43.75;31.25;40.62;50.0;28.12;39.06;62.5;26.56;17.19;9.38;9.38;43.75;0.6398;0.03178781151771545;37.5;40.0;75.0;56.25;53.12;53.12;65.62;51.56;62.5;75.0;51.56;29.69;17.19;14.06;56.25;0.62272;0.03382784874081612
5;25.0;40.0;62.5;43.75;34.38;40.62;53.12;29.69;43.75;75.0;29.69;17.19;9.38;9.38;43.75;0.6835;0.028480088365077972;37.5;50.0;75.0;56.25;53.12;50.0;65.62;51.56;62.5;75.0;51.56;26.56;15.62;14.06;56.25;0.64792;0.031833818577528
6;28.12;40.0;62.5;43.75;34.38;40.62;56.25;32.81;45.31;62.5;32.81;17.19;9.38;9.38;43.75;0.6961;0.027730753180384635;37.5;50.0;75.0;50.0;53.12;50.0;65.62;53.12;64.06;75.0;53.12;25.0;14.06;14.06;56.25;0.66914;0.0303170129519701
7;28.12;40.0;62.5;43.75;37.5;40.62;56.25;34.38;46.88;62.5;35.94;17.19;9.38;9.38;43.75;0.7149;0.02582295644879341;37.5;50.0;75.0;50.0;53.12;50.0;65.62;54.69;64.06;75.0;54.69;21.88;12.5;12.5;56.25;0.68912;0.028706055586338042
8;28.12;50.0;62.5;43.75;37.5;40.62;56.25;35.94;50.0;62.5;37.5;15.62;9.38;9.38;43.75;0.7341;0.023935966008901598;37.5;50.0;75.0;50.0;53.12;50.0;65.62;54.69;64.06;75.0;54.69;20.31;10.94;12.5;56.25;0.69912;0.02787737545669079
9;28.12;50.0;62.5;43.75;40.62;40.62;59.38;37.5;51.56;62.5;39.06;15.62;9.38;9.38;50.0;0.7398;0.02341405101418495;37.5;50.0;75.0;50.0;53.12;46.88;65.62;54.69;64.06;75.0;54.69;18.75;10.94;10.94;56.25;0.71106;0.02679511939585209
