;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;18.75;10.0;25.0;37.5;12.5;28.12;31.25;23.44;37.5;37.5;43.75;56.25;64.06;51.56;25.0;0.2336;0.004281485247611999;75.0;70.0;25.0;37.5;18.75;34.38;37.5;28.12;45.31;37.5;53.12;65.62;75.0;70.31;25.0;0.16922;0.004437219409942627
1;9.38;10.0;25.0;37.5;18.75;34.38;34.38;23.44;35.94;37.5;39.06;48.44;54.69;42.19;31.25;0.2762;0.003874729287624359;59.38;20.0;25.0;43.75;21.88;40.62;40.62;29.69;46.88;37.5;51.56;62.5;71.88;65.62;31.25;0.24258;0.004030393252372742
2;15.62;10.0;25.0;43.75;18.75;37.5;37.5;26.56;37.5;37.5;40.62;48.44;53.12;42.19;31.25;0.3487;0.0035294738411903383;53.12;10.0;25.0;43.75;25.0;43.75;43.75;31.25;46.88;37.5;51.56;60.94;67.19;60.94;31.25;0.28806;0.0036912782883644106
3;18.75;20.0;25.0;43.75;21.88;40.62;40.62;28.12;39.06;37.5;42.19;48.44;53.12;42.19;31.25;0.4093;0.003256083643436432;50.0;20.0;25.0;50.0;25.0;46.88;46.88;34.38;48.44;37.5;53.12;59.38;65.62;59.38;31.25;0.348;0.003438533914089203
4;21.88;30.0;25.0;43.75;21.88;43.75;43.75;28.12;40.62;37.5;43.75;50.0;51.56;42.19;37.5;0.4511;0.00298136990070343;50.0;20.0;25.0;50.0;25.0;50.0;46.88;34.38;48.44;37.5;54.69;59.38;64.06;56.25;37.5;0.40572;0.003194482955932617
5;25.0;30.0;25.0;43.75;25.0;46.88;46.88;29.69;42.19;50.0;45.31;50.0;51.56;42.19;37.5;0.4942;0.0027645103216171266;46.88;30.0;25.0;50.0;28.12;50.0;50.0;35.94;51.56;37.5;56.25;59.38;64.06;56.25;37.5;0.45522;0.0029548861622810366
6;25.0;30.0;25.0;43.75;28.12;46.88;46.88;32.81;43.75;50.0;46.88;50.0;51.56;42.19;37.5;0.4908;0.0027687560677528383;46.88;40.0;25.0;50.0;31.25;53.12;53.12;37.5;51.56;50.0;56.25;59.38;62.5;54.69;37.5;0.48728;0.0027802871131896974
7;28.12;40.0;25.0;43.75;28.12;50.0;50.0;34.38;45.31;50.0;48.44;51.56;51.56;42.19;37.5;0.5442;0.002519021034240723;43.75;40.0;37.5;43.75;31.25;53.12;53.12;39.06;53.12;50.0;57.81;59.38;60.94;53.12;37.5;0.51546;0.0026470618987083435
8;28.12;40.0;25.0;43.75;28.12;50.0;53.12;35.94;48.44;50.0;50.0;51.56;51.56;42.19;37.5;0.5634;0.002441473639011383;43.75;50.0;37.5;43.75;31.25;53.12;53.12;40.62;54.69;50.0;59.38;59.38;60.94;50.0;37.5;0.53626;0.002531974425315857
9;28.12;40.0;25.0;43.75;28.12;53.12;53.12;35.94;50.0;50.0;50.0;51.56;51.56;40.62;37.5;0.5702;0.002373618507385254;43.75;50.0;37.5;43.75;31.25;56.25;56.25;42.19;56.25;50.0;59.38;57.81;59.38;48.44;37.5;0.55948;0.002427136871814728
