;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;12.5;10.0;50.0;50.0;18.75;25.0;18.75;37.5;56.25;50.0;62.5;25.0;0.2786;0.05750270140171051;56.25;10.0;50.0;50.0;25.0;31.25;34.38;50.0;68.75;50.0;75.0;25.0;0.20226;0.06546624610185624
1;18.75;10.0;75.0;50.0;25.0;31.25;25.0;40.62;56.25;50.0;62.5;37.5;0.3346;0.05342425290346146;43.75;10.0;75.0;62.5;31.25;37.5;34.38;50.0;65.62;50.0;71.88;37.5;0.28632;0.057668703513145445
2;18.75;20.0;50.0;50.0;31.25;37.5;28.12;43.75;56.25;50.0;62.5;37.5;0.3988;0.04983665120601654;43.75;20.0;75.0;62.5;37.5;43.75;37.5;53.12;65.62;50.0;68.75;50.0;0.3389;0.05430320409059525
3;25.0;20.0;50.0;50.0;37.5;37.5;28.12;46.88;56.25;50.0;62.5;37.5;0.4185;0.04781271975040436;37.5;20.0;50.0;62.5;37.5;43.75;37.5;53.12;65.62;50.0;68.75;50.0;0.3648;0.052531544086933134
4;25.0;20.0;50.0;50.0;37.5;37.5;31.25;46.88;56.25;50.0;62.5;37.5;0.4343;0.046827777683734896;37.5;20.0;50.0;62.5;43.75;43.75;37.5;53.12;62.5;50.0;68.75;50.0;0.38894;0.0508998882818222
5;31.25;20.0;50.0;50.0;37.5;43.75;31.25;46.88;56.25;50.0;62.5;37.5;0.4541;0.046229295504093174;37.5;30.0;50.0;62.5;43.75;43.75;37.5;53.12;62.5;50.0;65.62;50.0;0.41362;0.04959408382415771
6;31.25;30.0;50.0;50.0;43.75;43.75;31.25;46.88;56.25;50.0;62.5;37.5;0.4891;0.04359999253749847;43.75;30.0;50.0;62.5;43.75;43.75;37.5;53.12;62.5;50.0;65.62;37.5;0.43484;0.04824020082235336
7;37.5;30.0;50.0;50.0;43.75;43.75;34.38;50.0;56.25;50.0;59.38;37.5;0.5018;0.04255899301767349;43.75;30.0;50.0;62.5;43.75;50.0;40.62;53.12;62.5;50.0;65.62;50.0;0.45146;0.04754304759979248
8;37.5;30.0;50.0;50.0;43.75;43.75;34.38;50.0;56.25;50.0;59.38;37.5;0.5185;0.04111846221089363;43.75;30.0;75.0;62.5;43.75;50.0;40.62;53.12;62.5;50.0;65.62;50.0;0.46684;0.04632695595741272
9;37.5;30.0;50.0;50.0;43.75;43.75;34.38;50.0;56.25;50.0;59.38;37.5;0.5213;0.0413848061978817;43.75;30.0;75.0;62.5;50.0;50.0;40.62;53.12;62.5;50.0;65.62;50.0;0.48232;0.04536948164701462
