;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;27.73;6.0;3.12;10.94;5.47;14.06;16.41;18.75;12.89;7.81;28.32;29.88;28.12;48.63;52.54;46.48;43.55;5.47;0.1238;0.11902271573543549;70.31;30.0;10.94;34.38;21.09;35.16;36.33;36.33;25.78;26.56;45.31;47.07;44.92;63.87;69.34;66.99;66.02;21.09;0.06266;0.13108052904605866
1;25.39;10.0;4.69;17.97;8.59;19.14;22.27;24.22;15.04;12.5;31.25;32.42;29.88;50.0;53.52;47.27;43.95;9.38;0.1703;0.10846101698875427;66.41;19.0;17.19;39.06;23.83;39.06;39.84;39.06;27.34;34.38;45.7;46.88;43.75;62.11;66.99;63.87;62.5;25.0;0.1252;0.11666488932132721
2;24.61;13.0;6.25;21.88;10.55;22.66;25.78;27.34;16.41;17.19;33.2;34.18;31.25;50.78;54.1;48.05;44.34;12.5;0.2271;0.1000792117357254;64.45;19.0;23.44;42.19;25.78;41.41;42.19;41.02;28.12;39.06;46.48;47.07;43.55;61.33;65.82;62.3;60.55;28.12;0.16698;0.10865449168682098
3;23.83;15.0;7.81;25.0;12.11;25.39;28.52;29.69;17.58;20.31;34.96;35.74;32.62;51.56;54.69;48.63;44.73;14.84;0.2628;0.09235300588607788;63.28;20.0;29.69;43.75;26.95;43.36;43.36;42.58;29.3;42.19;47.27;47.46;43.75;60.74;65.04;61.52;59.38;28.91;0.21216;0.100919384598732
4;23.83;17.0;9.38;27.34;13.28;27.34;30.47;31.64;18.36;23.44;36.13;36.91;33.59;52.34;55.66;49.41;45.51;15.62;0.2889;0.08856046149730683;62.11;21.0;34.38;43.75;27.73;44.53;44.53;43.75;30.08;43.75;48.24;48.05;44.14;60.74;64.84;61.13;58.79;30.47;0.25214;0.0935496771144867
5;24.22;18.0;10.94;28.12;13.67;29.3;32.03;33.2;19.34;26.56;37.3;38.09;34.77;52.93;56.25;50.0;45.7;17.19;0.3368;0.07970969552993774;60.94;22.0;39.06;43.75;27.73;45.31;45.7;44.53;31.05;43.75;49.02;48.83;44.73;60.74;64.84;60.94;58.2;30.47;0.28988;0.08755072499513626
6;25.0;19.0;12.5;28.91;14.45;30.86;33.59;34.38;20.12;28.12;38.48;39.06;35.94;53.71;57.03;50.59;46.09;17.97;0.337;0.0805774419426918;59.77;23.0;43.75;42.97;27.73;46.09;46.48;45.31;32.03;45.31;50.0;49.41;45.51;60.94;64.84;60.94;58.01;31.25;0.32172;0.08233259306430817
7;26.17;20.0;14.06;29.69;14.84;32.03;34.77;35.55;20.9;29.69;39.65;40.04;36.91;54.1;57.62;51.17;46.48;18.75;0.397;0.07174960185289384;58.98;24.0;46.88;42.19;28.12;46.48;46.88;46.09;33.01;45.31;50.78;50.2;46.29;60.94;65.04;60.74;57.62;32.03;0.35076;0.07778996145248412
8;26.95;21.0;15.62;29.69;15.23;33.2;35.94;36.72;21.68;31.25;40.62;41.02;37.89;54.69;58.2;51.76;47.07;19.53;0.4048;0.07044844677448273;58.2;25.0;50.0;40.62;28.12;46.88;47.27;46.48;33.79;45.31;51.76;50.98;47.07;61.13;65.04;60.74;57.42;32.81;0.37966;0.07389189201116562
9;28.12;21.0;17.19;29.69;15.62;34.38;36.72;37.89;22.46;32.81;41.6;41.8;38.87;54.88;58.79;52.34;47.66;20.31;0.4408;0.06542389268875122;57.42;25.0;51.56;39.84;27.73;47.27;47.66;47.27;34.77;45.31;52.54;51.56;47.66;61.13;65.23;60.94;57.42;32.81;0.40346;0.07045733125925065
10;28.91;22.0;18.75;29.69;15.62;35.16;37.5;38.67;23.05;34.38;42.58;42.77;39.84;55.27;59.38;52.93;48.05;21.09;0.4511;0.06300443549156189;57.03;26.0;53.12;38.28;27.73;47.27;48.05;48.05;35.55;45.31;53.32;52.34;48.44;61.33;65.62;60.94;57.23;33.59;0.42716;0.06728320122718812
11;29.69;22.0;20.31;29.69;16.02;35.94;38.28;39.45;23.83;34.38;43.36;43.55;40.62;55.66;59.96;53.71;48.83;21.88;0.4704;0.0617002259850502;56.64;27.0;54.69;37.5;27.73;47.66;48.05;48.44;36.52;45.31;53.91;53.12;49.22;61.33;65.82;61.13;57.23;33.59;0.4494;0.0641838084936142
12;30.08;22.0;21.88;29.69;16.02;36.33;39.06;40.23;24.41;34.38;44.14;44.53;41.6;55.86;60.55;54.1;49.22;21.88;0.4791;0.06006192506551743;55.86;27.0;56.25;36.72;27.73;47.66;48.44;48.83;37.3;43.75;54.69;53.71;50.0;61.33;66.21;61.33;57.42;34.38;0.46838;0.0613871511220932
13;30.47;23.0;23.44;30.47;16.41;37.11;39.45;41.02;25.0;35.94;44.92;45.31;42.38;56.05;60.94;54.69;49.61;22.66;0.492;0.05856226761341095;55.47;28.0;57.81;35.94;27.73;47.66;48.44;49.61;38.09;43.75;55.27;54.49;50.78;61.52;66.41;61.52;57.42;34.38;0.4854;0.059349038250446316
14;31.25;23.0;23.44;29.69;16.41;37.5;39.84;41.41;25.59;35.94;45.7;46.09;43.16;56.25;61.33;55.08;50.0;23.44;0.5103;0.0561333687543869;55.08;28.0;57.81;35.94;27.34;47.66;48.83;50.0;38.87;42.19;56.05;55.08;51.56;61.52;66.8;61.72;57.42;34.38;0.50386;0.056810373420715335
15;31.64;24.0;25.0;29.69;16.8;37.89;40.62;42.19;26.17;35.94;46.48;46.88;43.95;56.45;61.91;55.66;50.59;23.44;0.5218;0.05534449229240417;54.69;28.0;59.38;35.16;27.34;47.66;48.83;50.39;39.65;42.19;56.64;55.66;52.34;61.72;66.99;61.91;57.62;34.38;0.51644;0.05485655786752701
16;32.03;24.0;26.56;29.69;16.8;37.89;41.02;42.58;26.76;35.94;47.07;47.66;44.73;56.84;62.3;56.25;50.98;24.22;0.5265;0.05458964886665344;54.3;29.0;59.38;34.38;27.34;47.66;48.83;50.78;40.43;42.19;57.23;56.45;52.93;61.72;67.19;62.3;57.81;35.16;0.53454;0.05286527064323425
