;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;46.88;2.0;25.0;31.25;18.75;31.25;31.25;34.38;23.44;37.5;46.88;50.0;53.12;67.19;75.0;70.31;70.31;25.0;0.0201;0.03590055637359619;78.12;24.0;25.0;37.5;25.0;37.5;34.38;40.62;26.56;37.5;51.56;54.69;59.38;70.31;78.12;75.0;75.0;25.0;0.01722;0.03587401879310608
1;40.62;2.0;25.0;37.5;21.88;34.38;31.25;34.38;23.44;37.5;46.88;50.0;53.12;67.19;75.0;70.31;68.75;25.0;0.0235;0.035447323751449586;68.75;15.0;25.0;37.5;25.0;37.5;34.38;37.5;25.0;37.5;51.56;53.12;57.81;70.31;78.12;73.44;73.44;25.0;0.02154;0.03538725263595581
2;31.25;2.0;25.0;37.5;21.88;34.38;31.25;34.38;23.44;37.5;46.88;48.44;53.12;67.19;75.0;68.75;67.19;25.0;0.024;0.03500176982879639;62.5;8.0;25.0;37.5;25.0;37.5;34.38;37.5;25.0;37.5;50.0;53.12;56.25;68.75;76.56;71.88;71.88;25.0;0.02194;0.034971233310699464
3;31.25;2.0;25.0;37.5;25.0;34.38;34.38;37.5;23.44;37.5;46.88;48.44;51.56;65.62;75.0;68.75;65.62;25.0;0.0262;0.03472269229888916;59.38;4.0;25.0;37.5;28.12;37.5;37.5;37.5;25.0;37.5;50.0;53.12;56.25;68.75;76.56;71.88;70.31;25.0;0.02474;0.034642481317520145
4;28.12;2.0;25.0;37.5;25.0;34.38;34.38;37.5;25.0;37.5;46.88;48.44;51.56;65.62;73.44;67.19;65.62;25.0;0.0279;0.034395544767379764;56.25;2.0;25.0;37.5;28.12;37.5;37.5;37.5;26.56;37.5;50.0;51.56;54.69;68.75;76.56;70.31;68.75;25.0;0.02726;0.0343700524520874
5;28.12;2.0;25.0;37.5;25.0;34.38;37.5;37.5;25.0;37.5;46.88;48.44;51.56;65.62;73.44;67.19;64.06;25.0;0.034;0.03410174903869629;56.25;2.0;25.0;37.5;28.12;40.62;37.5;40.62;26.56;37.5;50.0;51.56;54.69;68.75;75.0;70.31;67.19;25.0;0.03182;0.034070634069442746
6;28.12;2.0;25.0;37.5;28.12;37.5;37.5;37.5;25.0;50.0;46.88;48.44;51.56;65.62;73.44;67.19;64.06;25.0;0.0397;0.03375416603088379;56.25;2.0;25.0;43.75;28.12;40.62;37.5;40.62;26.56;37.5;50.0;51.56;54.69;67.19;75.0;68.75;67.19;25.0;0.03664;0.03375739845275879
7;28.12;2.0;25.0;37.5;28.12;37.5;37.5;37.5;26.56;50.0;46.88;48.44;51.56;65.62;73.44;67.19;64.06;25.0;0.0455;0.03344685773849487;56.25;3.0;25.0;43.75;31.25;40.62;37.5;40.62;26.56;50.0;50.0;51.56;54.69;67.19;75.0;68.75;67.19;25.0;0.03998;0.03344050492286682
8;31.25;2.0;25.0;37.5;28.12;37.5;37.5;40.62;26.56;50.0;46.88;48.44;51.56;65.62;71.88;65.62;62.5;25.0;0.0513;0.033131051969528195;53.12;3.0;25.0;43.75;31.25;40.62;40.62;40.62;28.12;50.0;50.0;51.56;54.69;67.19;73.44;68.75;65.62;31.25;0.0457;0.03313461945533752
9;31.25;3.0;25.0;37.5;28.12;40.62;40.62;40.62;26.56;50.0;46.88;48.44;51.56;65.62;71.88;65.62;62.5;31.25;0.058;0.032784869813919065;56.25;3.0;25.0;43.75;31.25;43.75;40.62;40.62;28.12;50.0;50.0;51.56;53.12;67.19;73.44;67.19;65.62;31.25;0.0509;0.032861422233581544
10;34.38;3.0;25.0;37.5;31.25;40.62;40.62;40.62;26.56;50.0;46.88;48.44;50.0;64.06;71.88;65.62;60.94;31.25;0.0708;0.03245407538414002;56.25;3.0;25.0;43.75;31.25;43.75;40.62;40.62;28.12;50.0;50.0;51.56;53.12;67.19;73.44;67.19;64.06;31.25;0.05738;0.03258305049419403
11;34.38;3.0;25.0;37.5;31.25;40.62;40.62;40.62;26.56;50.0;46.88;48.44;50.0;64.06;70.31;64.06;60.94;31.25;0.0743;0.03211513731479645;56.25;4.0;25.0;43.75;31.25;43.75;40.62;40.62;28.12;50.0;50.0;51.56;53.12;67.19;73.44;67.19;64.06;31.25;0.06512;0.032274179730415346
12;34.38;4.0;25.0;37.5;31.25;40.62;40.62;40.62;28.12;50.0;48.44;48.44;50.0;64.06;70.31;64.06;60.94;31.25;0.081;0.031773261308670045;56.25;4.0;25.0;43.75;34.38;43.75;40.62;40.62;28.12;50.0;50.0;50.0;53.12;65.62;71.88;67.19;64.06;31.25;0.07016;0.03194622294902801
13;34.38;4.0;25.0;37.5;31.25;43.75;40.62;40.62;28.12;50.0;48.44;48.44;50.0;64.06;70.31;64.06;60.94;31.25;0.0889;0.03135087354183197;56.25;4.0;25.0;43.75;34.38;43.75;40.62;40.62;28.12;50.0;50.0;50.0;53.12;65.62;71.88;65.62;64.06;31.25;0.07692;0.03161064596652985
14;37.5;4.0;25.0;37.5;31.25;43.75;40.62;40.62;28.12;50.0;48.44;48.44;50.0;64.06;70.31;64.06;60.94;31.25;0.0879;0.031087038898468016;56.25;4.0;25.0;43.75;34.38;46.88;40.62;40.62;28.12;50.0;50.0;50.0;51.56;65.62;71.88;65.62;62.5;31.25;0.07946;0.03135103679180145
15;37.5;4.0;25.0;43.75;34.38;43.75;40.62;40.62;28.12;50.0;48.44;48.44;50.0;64.06;70.31;62.5;60.94;31.25;0.0968;0.03079283332824707;56.25;5.0;25.0;43.75;34.38;46.88;40.62;43.75;29.69;50.0;50.0;50.0;51.56;65.62;71.88;65.62;62.5;31.25;0.08408;0.031041413283348085
16;37.5;5.0;25.0;43.75;34.38;43.75;40.62;40.62;28.12;50.0;48.44;48.44;50.0;62.5;70.31;62.5;59.38;31.25;0.1053;0.03045420334339142;56.25;5.0;25.0;43.75;34.38;46.88;40.62;43.75;29.69;50.0;50.0;50.0;51.56;65.62;71.88;64.06;62.5;31.25;0.08828;0.030790522227287294
17;37.5;5.0;25.0;43.75;34.38;43.75;40.62;40.62;28.12;50.0;48.44;48.44;50.0;62.5;68.75;62.5;59.38;31.25;0.1069;0.030249733209609986;56.25;5.0;25.0;43.75;34.38;46.88;40.62;43.75;29.69;50.0;50.0;50.0;51.56;64.06;70.31;64.06;62.5;31.25;0.09458;0.03054752673625946
18;37.5;5.0;25.0;43.75;34.38;46.88;40.62;40.62;28.12;50.0;48.44;48.44;50.0;62.5;68.75;62.5;59.38;31.25;0.1134;0.02991548886299133;53.12;5.0;25.0;43.75;34.38;46.88;43.75;43.75;29.69;50.0;50.0;50.0;51.56;64.06;70.31;64.06;62.5;31.25;0.09968;0.03029860221862793
19;37.5;5.0;25.0;43.75;34.38;46.88;40.62;40.62;28.12;50.0;48.44;48.44;50.0;62.5;68.75;60.94;59.38;31.25;0.1199;0.02961437680721283;53.12;5.0;25.0;43.75;34.38;46.88;43.75;43.75;29.69;50.0;50.0;50.0;51.56;64.06;70.31;64.06;60.94;31.25;0.1028;0.03008787687778473
20;37.5;5.0;25.0;43.75;34.38;46.88;40.62;40.62;29.69;50.0;48.44;48.44;48.44;62.5;68.75;60.94;59.38;31.25;0.1233;0.02946979584693909;53.12;5.0;25.0;43.75;34.38;46.88;43.75;43.75;29.69;50.0;50.0;50.0;51.56;64.06;70.31;64.06;60.94;31.25;0.10796;0.029834461984634398
21;37.5;5.0;25.0;43.75;34.38;46.88;40.62;43.75;29.69;50.0;48.44;48.44;48.44;62.5;68.75;60.94;59.38;31.25;0.1343;0.029082874822616577;53.12;5.0;25.0;43.75;37.5;50.0;43.75;43.75;29.69;50.0;50.0;50.0;51.56;64.06;70.31;62.5;60.94;31.25;0.11172;0.029643762788772583
22;37.5;5.0;25.0;43.75;34.38;46.88;40.62;43.75;29.69;62.5;48.44;48.44;48.44;62.5;68.75;60.94;59.38;31.25;0.1388;0.028858419942855835;53.12;5.0;25.0;50.0;37.5;50.0;43.75;43.75;29.69;50.0;50.0;50.0;51.56;64.06;70.31;62.5;60.94;31.25;0.1157;0.02943940628528595
23;37.5;5.0;25.0;43.75;34.38;46.88;43.75;43.75;29.69;62.5;48.44;48.44;48.44;60.94;68.75;60.94;59.38;31.25;0.1407;0.028607589673995973;53.12;6.0;25.0;50.0;37.5;50.0;43.75;43.75;29.69;50.0;50.0;50.0;50.0;62.5;68.75;62.5;60.94;31.25;0.12008;0.02924500343322754
24;37.5;6.0;25.0;43.75;34.38;46.88;43.75;43.75;29.69;62.5;50.0;48.44;48.44;60.94;67.19;60.94;59.38;31.25;0.1442;0.028512449622154237;53.12;6.0;25.0;50.0;37.5;50.0;43.75;43.75;29.69;62.5;51.56;50.0;50.0;62.5;68.75;62.5;60.94;31.25;0.12506;0.029060619893074034
