;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;2.34;60.0;3.12;6.25;3.12;10.16;14.45;6.84;19.34;7.81;19.34;35.35;27.93;12.5;4.69;0.586;0.14490795518755914;54.69;60.0;43.75;35.94;22.27;38.67;41.02;25.39;41.8;43.75;40.82;54.88;54.3;44.92;23.44;0.41102;0.20239605636000632
1;5.08;70.0;6.25;9.38;4.69;13.67;19.53;9.18;23.44;12.5;23.24;39.26;30.66;12.89;7.03;0.6938;0.11030860162973403;50.0;70.0;60.94;32.03;23.05;39.84;42.58;28.12;43.95;45.31;41.99;55.27;51.37;39.84;24.22;0.5884;0.149136882070899
2;7.42;70.0;9.38;10.94;5.86;15.62;22.66;11.13;25.98;15.62;25.39;40.82;31.25;12.11;7.81;0.7469;0.09351285590529441;48.05;70.0;67.19;28.91;23.83;39.06;42.97;30.27;45.51;43.75;43.16;55.47;50.2;36.72;25.0;0.66342;0.12353414304971695
3;9.38;70.0;10.94;11.72;7.03;17.19;24.22;12.89;28.32;18.75;27.34;41.41;31.25;11.91;9.38;0.7712;0.08414759016931057;46.88;70.0;70.31;26.56;24.61;37.89;43.36;32.23;46.88;42.19;44.14;55.27;48.83;34.38;25.78;0.71336;0.10700900271654129
4;11.72;70.0;12.5;12.5;7.42;18.36;25.39;14.06;29.49;20.31;28.32;41.02;30.86;11.72;10.16;0.7913;0.07651358045935631;46.48;70.0;71.88;25.78;25.0;36.72;42.97;33.59;47.66;40.62;44.92;54.49;47.46;32.42;25.78;0.74488;0.0959946175327897
5;13.28;70.0;14.06;13.28;8.2;19.14;26.56;15.23;30.66;21.88;29.1;40.04;30.08;12.11;10.94;0.8179;0.07059791615903377;46.48;70.0;73.44;25.0;25.0;35.55;42.58;34.77;48.05;39.06;45.31;53.32;46.09;31.05;26.56;0.76818;0.08674430326104164
6;15.23;80.0;15.62;14.06;8.59;19.53;27.34;16.02;31.64;21.88;29.88;39.06;29.69;12.5;11.72;0.8141;0.07158002652078867;46.48;80.0;73.44;24.22;25.39;34.77;42.58;35.94;48.44;39.06;45.7;51.95;44.92;29.69;27.34;0.78584;0.08053055476307869
7;16.8;80.0;17.19;14.84;8.98;20.31;28.12;16.6;32.23;23.44;30.66;37.89;28.91;12.7;12.5;0.8279;0.06415433991402388;46.09;80.0;75.0;23.44;25.39;33.98;42.19;36.52;48.63;37.5;46.09;50.39;43.75;28.91;27.34;0.80452;0.07449572918713093
8;18.36;80.0;18.75;14.84;9.77;20.7;28.52;17.38;32.81;23.44;31.05;36.72;28.12;12.89;13.28;0.8313;0.06456789326667786;46.09;80.0;75.0;22.66;25.39;33.59;41.8;37.11;48.63;35.94;46.48;49.02;42.58;28.12;28.12;0.81588;0.06967594107300043
9;19.53;80.0;20.31;15.62;10.16;21.09;29.3;17.97;33.2;25.0;31.64;35.55;27.34;12.89;14.06;0.8595;0.055882121592760084;46.09;80.0;75.0;22.66;25.39;32.81;41.8;37.7;48.63;35.94;46.68;47.66;41.41;27.15;28.91;0.82908;0.06477046513080596
10;20.7;80.0;21.88;15.62;10.55;21.09;29.69;18.36;33.59;25.0;31.84;34.38;26.76;12.89;14.84;0.8518;0.05786000436991453;46.09;80.0;75.0;22.66;25.39;32.03;41.8;38.09;48.63;35.94;46.68;46.29;40.23;26.37;28.91;0.84018;0.06065894034385681
11;21.88;80.0;23.44;16.41;10.94;21.48;30.08;18.75;33.98;25.0;32.23;33.4;26.17;13.09;15.62;0.8606;0.054644159255921844;46.09;80.0;75.0;21.88;25.78;31.64;41.41;38.48;48.44;34.38;46.88;44.92;39.06;25.59;29.69;0.84786;0.05732943937450647
12;22.66;80.0;25.0;17.19;11.33;21.48;30.47;19.14;34.18;26.56;32.62;32.62;25.59;13.09;16.41;0.8635;0.05678300661146641;46.09;80.0;73.44;21.88;25.78;30.86;41.41;38.87;48.24;34.38;46.88;43.75;37.89;25.0;29.69;0.8568;0.054382489452362064
