;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;3.12;50.0;9.38;4.76;2.73;2.73;1.95;1.56;6.25;4.76;0.5614;0.15459670232832431;35.94;60.0;53.12;26.98;22.27;28.52;15.23;12.89;37.5;27.78;0.3767;0.2107910802268982
1;7.81;60.0;12.5;7.14;5.08;6.25;3.12;2.34;9.38;7.14;0.6531;0.12413977425098419;39.84;60.0;59.38;22.22;23.05;30.08;9.77;11.72;35.94;26.19;0.55152;0.16088426484584809
2;12.5;70.0;15.62;8.73;7.03;8.98;3.91;3.12;10.94;7.94;0.7232;0.10279014467597007;42.97;70.0;62.5;21.43;24.61;32.03;7.81;10.55;37.5;26.19;0.6316;0.13448476536989212
3;16.41;80.0;21.88;9.52;8.59;11.33;4.3;3.52;12.5;9.52;0.727;0.10004826049357653;44.53;70.0;62.5;20.63;25.39;33.2;7.42;10.16;35.94;25.4;0.68428;0.11779166438817978
4;19.53;80.0;25.0;10.32;10.16;13.28;4.69;3.91;14.06;10.32;0.7831;0.08179715062379837;46.09;80.0;62.5;19.84;26.95;33.98;7.42;9.77;35.94;26.19;0.71944;0.10533097588121891
5;22.66;80.0;28.12;11.11;11.33;14.84;5.47;4.3;15.62;11.9;0.7922;0.08000176732391119;46.09;80.0;62.5;19.84;28.52;34.38;7.42;9.38;35.94;26.98;0.74292;0.09731806435018778
6;25.78;80.0;31.25;12.7;12.5;16.41;5.86;4.69;17.19;12.7;0.7775;0.08364445600658656;47.66;80.0;62.5;19.84;29.69;34.38;7.81;9.38;35.94;26.98;0.75872;0.09089718174427748
7;28.12;80.0;31.25;12.7;13.67;17.58;6.25;5.08;18.75;13.49;0.7952;0.07624319414049387;47.66;80.0;62.5;20.63;30.47;34.77;7.81;8.59;35.94;27.78;0.77388;0.08557798075586558
8;29.69;80.0;31.25;13.49;14.84;18.75;6.64;5.08;20.31;14.29;0.7938;0.0776837248519063;48.44;80.0;62.5;20.63;31.64;35.16;8.2;8.2;37.5;27.78;0.78558;0.08143620912224055
9;31.25;80.0;34.38;14.29;16.02;19.92;6.64;5.47;20.31;15.08;0.8157;0.07054641207158566;49.22;80.0;62.5;20.63;32.42;35.16;8.2;7.81;37.5;27.78;0.79504;0.07774859564960003
10;32.81;80.0;34.38;15.08;16.8;20.7;7.03;5.47;20.31;15.87;0.8167;0.06748402003943921;50.0;80.0;59.38;20.63;32.81;35.55;8.59;7.81;37.5;27.78;0.80728;0.07399196982771158
11;34.38;80.0;34.38;15.08;17.58;21.88;7.42;5.47;21.88;16.67;0.8268;0.06654179480671883;50.78;80.0;59.38;21.43;33.59;35.55;8.59;7.42;37.5;27.78;0.81408;0.07180217860728502
12;35.16;80.0;37.5;15.87;18.75;22.66;7.81;5.86;21.88;17.46;0.8234;0.06544461160749197;50.78;80.0;59.38;21.43;33.98;35.94;8.98;7.03;37.5;28.57;0.8193;0.0687054432028532
13;35.94;80.0;37.5;16.67;19.53;23.83;7.81;5.86;23.44;18.25;0.8278;0.06605852947682142;50.78;80.0;59.38;21.43;34.77;35.94;9.38;7.03;37.5;28.57;0.82552;0.06751219496756793
14;37.5;80.0;40.62;16.67;20.31;24.61;8.2;5.86;23.44;19.05;0.836;0.06121917260736227;51.56;80.0;59.38;21.43;35.16;36.33;9.38;7.03;37.5;28.57;0.82934;0.0651123249566555
15;38.28;80.0;40.62;17.46;21.09;25.0;8.2;5.86;23.44;19.84;0.8453;0.057895603342354295;51.56;80.0;59.38;21.43;35.94;36.33;9.77;7.03;37.5;29.37;0.83354;0.06372406795680523
16;38.28;80.0;40.62;17.46;21.88;25.78;8.59;5.86;25.0;19.84;0.8321;0.06312316707968711;51.56;80.0;56.25;21.43;36.33;36.33;9.77;6.64;37.5;29.37;0.83912;0.06232016725808382
17;39.06;80.0;40.62;18.25;22.66;26.56;8.59;6.25;25.0;20.63;0.8546;0.0561365985751152;52.34;80.0;59.38;21.43;36.72;36.72;9.77;6.64;37.5;29.37;0.84174;0.06043442634344101
18;39.84;80.0;40.62;18.25;23.44;26.95;8.98;6.25;25.0;20.63;0.846;0.058985614249110224;52.34;80.0;56.25;21.43;37.11;36.72;10.16;6.64;39.06;29.37;0.8416;0.06086095841050148
19;39.84;80.0;40.62;19.05;24.22;27.73;8.98;6.25;26.56;21.43;0.8428;0.061237514588236806;52.34;80.0;56.25;22.22;37.89;36.72;10.55;6.64;39.06;29.37;0.8456;0.06004745917648077
