;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;6.25;60.0;6.25;12.7;8.98;23.83;39.84;32.81;7.81;5.56;0.5495;0.15755887714028358;58.59;60.0;50.0;46.83;34.77;50.78;63.28;62.5;40.62;33.33;0.39468;0.20737799023866654
1;11.72;60.0;12.5;18.25;13.28;28.91;43.36;37.5;12.5;9.52;0.6603;0.12125345305502415;54.69;60.0;59.38;46.83;37.89;51.95;62.11;60.16;40.62;34.92;0.53504;0.16581893460512162
2;15.62;70.0;15.62;21.43;16.02;30.86;44.53;39.45;14.06;11.11;0.6875;0.11401505977809429;53.91;70.0;62.5;46.03;39.84;53.12;60.55;58.98;40.62;34.13;0.60126;0.1449029310554266
3;18.75;70.0;18.75;23.02;17.97;33.59;45.31;41.02;17.19;11.9;0.7403;0.09688546747863293;53.12;70.0;65.62;44.44;41.8;54.3;59.38;58.2;40.62;33.33;0.6453;0.13003865413784982
4;21.88;70.0;21.88;23.81;19.53;35.16;45.31;42.19;18.75;12.7;0.7534;0.09194008106738329;52.34;70.0;65.62;42.86;43.36;55.08;58.59;57.42;40.62;33.33;0.676;0.1199679130578041
5;24.22;70.0;25.0;24.6;21.09;36.72;45.31;42.97;20.31;14.29;0.7702;0.08667962633669377;51.56;70.0;65.62;41.27;44.53;56.25;57.81;57.03;42.19;33.33;0.69568;0.11296719332158565
6;26.56;70.0;25.0;24.6;22.27;37.89;45.31;43.36;21.88;14.29;0.7855;0.08125448254197835;51.56;70.0;68.75;39.68;45.7;56.64;56.64;57.03;40.62;32.54;0.71566;0.1061625138515234
7;28.91;70.0;28.12;24.6;23.44;39.45;44.92;44.14;21.88;15.08;0.7934;0.07743438714146614;51.56;70.0;68.75;38.89;46.88;57.42;55.86;56.64;42.19;32.54;0.72748;0.1016176076310873
8;29.69;70.0;28.12;24.6;24.61;40.23;44.53;44.53;23.44;15.87;0.7903;0.07804461528360844;52.34;70.0;68.75;37.3;47.66;58.2;55.08;56.64;42.19;32.54;0.74434;0.09593525429308414
9;31.25;70.0;31.25;25.4;25.39;41.41;44.14;44.92;25.0;16.67;0.7799;0.08183506832122803;52.34;70.0;68.75;36.51;48.44;58.59;54.3;56.25;42.19;31.75;0.7544;0.0925126602089405
10;32.81;70.0;34.38;25.4;26.17;42.19;43.75;45.31;26.56;17.46;0.8084;0.07161262384057045;52.34;70.0;68.75;35.71;48.83;58.98;53.52;56.25;42.19;31.75;0.7636;0.08850338085830212
11;33.59;80.0;34.38;25.4;26.95;42.97;43.36;45.7;26.56;17.46;0.8093;0.0717658601552248;52.34;70.0;68.75;34.92;49.61;59.38;52.73;56.25;42.19;31.75;0.77362;0.08558919485628605
12;34.38;80.0;37.5;25.4;27.73;43.75;42.97;45.7;28.12;18.25;0.822;0.06817578698396683;53.12;70.0;68.75;34.13;50.0;59.77;51.95;55.86;40.62;30.95;0.78162;0.08269491847604513
13;35.94;80.0;37.5;26.19;28.52;44.53;42.58;46.09;28.12;19.05;0.8249;0.06646881109178067;53.12;80.0;68.75;33.33;50.39;60.16;51.17;55.86;40.62;30.95;0.7857;0.08073996503800154
14;36.72;80.0;37.5;26.19;28.91;45.31;42.19;46.09;28.12;19.05;0.8184;0.06651260559111834;53.91;80.0;68.75;33.33;50.78;60.55;50.39;55.86;40.62;30.95;0.79328;0.07769388587057591
15;37.5;80.0;37.5;26.19;29.69;45.7;41.8;46.48;29.69;19.84;0.8189;0.06589455101639033;53.91;80.0;68.75;32.54;51.17;60.55;50.0;55.47;40.62;30.95;0.80104;0.07499414994299412
16;38.28;80.0;40.62;26.98;30.08;46.48;41.02;46.48;29.69;19.84;0.8308;0.06451909141540528;53.91;80.0;68.75;32.54;51.17;60.94;49.22;55.47;40.62;30.95;0.80736;0.07330670142322779
17;39.06;80.0;40.62;26.98;30.86;46.88;41.02;46.48;29.69;20.63;0.832;0.06316927884072066;53.91;80.0;68.75;31.75;51.56;60.94;48.44;55.47;40.62;30.95;0.81122;0.07127671768605709
18;39.84;80.0;40.62;26.98;31.25;47.66;40.62;46.48;31.25;21.43;0.8353;0.0624133635699749;54.69;80.0;68.75;31.75;51.56;61.33;48.05;55.08;40.62;30.95;0.81794;0.06923977635055781
19;39.84;80.0;40.62;26.98;31.64;48.05;40.23;46.48;31.25;21.43;0.8445;0.058013745994865897;54.69;80.0;68.75;31.75;51.95;61.72;47.66;55.08;40.62;30.95;0.82134;0.06763894310057163
